concept,count
Versed,2368
"POTASSIUM CHLORIDE ER 10 MEQ TABLET,EXTENDED RELEASE",2364
PROMETHAZINE 25 MG/1 ML 1ML SDV INJ,2363
calcium chloride,2359
LABETALOL 5 MG/ML IV SOLN,2353
FENTANYL 2000 MCG/100 ML NS,2352
magnesium sulfate ivpb.,2346
HYDRALAZINE HCL 20 MG/ML IJ SOLN,2343
albuterol inhale,2340
HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,2338
docusate,2338
NITROGLYCERIN 0.4 MG(1/150) SL TAB,2336
potassium CHLORide liquid 40 mEq,2336
NITROSTAT,2326
10 ML  -  MAGNESIUM SULFATE 50 % IJ SOLN,2324
100 ML VIAL : PROPOFOL 10 MG/ML IV EMUL,2318
MULTIVITAMINS,2309
EPINEPHrine,2304
potassium CHLORIDE 40 MEQ INJ,2303
HALOPERIDOL,2297
MIDAZOLAM HCL 2 MG/2ML IJ SOLN,2297
ATORVASTATIN CALCIUM 80 MG PO TABS,2294
DEXMEDETOMIDINE HCL IN NACL 400 MCG/100ML IV SOLN,2291
LABETALOL 5 MG/1ML 20ML MDV INJ,2290
warfarin,2288
sodium chloride,2284
LACTULOSE,2283
AMIODARONE,2282
K-Dur 20,2281
1 ML VIAL : HYDRALAZINE HCL 20 MG/ML IJ SOLN,2275
WARFARIN SODIUM 2.5 MG PO TABS,2269
CALCIUM GLUCONATE 10 % IV SOLN,2264
MAGNESIUM SULFATE 4 GRAM/100 ML IV PIGGY BACK : 100 ML FLEX CONT,2244
ATORVASTATIN CALCIUM 20 MG PO TABS,2240
AMIODARONE 900 MG in 500 mL D5W,2238
ATORVASTATIN CALCIUM 10 MG PO TABS,2237
potassium chloride ivpb in SW,2235
1 ml : hydromorphone hcl pf 1 mg/ml ij soln,2233
GLUCOSE-VITAMIN C 4-0.006 G PO CHEW,2228
ondansetron (ZOFRAN) injection 4 mg,2228
rocuronium,2207
DELTASONE,2201
GLUCOSE 40% 15 GRAM BQ GEL,2200
AMIODARONE HCL 900 MG/18ML IV SOLN,2200
potassium chloride ER tab 40 mEq,2199
3 ML SYRINGE CUSTOM NDC : ANTICOAGULANT SODIUM CITRATE 4 % VI SOLN,2199
MEPERIDINE (PF)  25 MG/ML INJ SYRINGE,2199
MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,2193
DECADRON,2192
ceFAZolin (ANCEF) in Dextrose ivpb 2 g,2190
SODIUM CHLORIDE 0.9% 250 ML PB,2190
ePHEDrine,2188
glucagon,2188
CORDARONE,2183
PROPOFOL,2173
RESTORIL,2170
LIDOCAINE HCL 2%,2167
NORMODYNE;TRANDATE,2166
INSULIN HUM-REG (PER UNIT),2165
PIPERACILLIN/TAZOBACTAM,2147
3 ML PLAS CONT: ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,2143
LEVOTHYROXINE SODIUM,2142
docusate sodium,2139
50 ML VIAL : SODIUM BICARBONATE 8.4 % IV SOLN,2138
NOREPINEPHRINE BITARTRATE 1 MG/ML IJ SOLN,2137
20 ML SYRINGE : CEFAZOLIN 2 G IN STERILE WATER 20 ML SYRINGE IV,2127
0.4 ML SYRINGE : ENOXAPARIN SODIUM 40 MG/0.4ML SC SOLN,2125
4 ML VIAL : FUROSEMIDE 10 MG/ML INJ SOLN,2124
IPRATROPIUM 0.02%,2120
SODIUM BICARBONATE 8.4 % IV SOLN,2110
MagOx 400,2107
famotidine (PEPCID) (2 mg/mL) inj dilution 20 mg,2106
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML NEB SOLUTION 3 ML VIAL,2104
2 ML : METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,2103
FENTANYL CITRATE 0.05 MG/ML INJ SOLN (RANGE) PRN,2103
SODIUM CHLORIDE 0.45% 1000 ML LVP,2102
SODium PHOSphate 30 MMOL/250ML NS,2098
LIDOCAINE 1% 10MG/ML 20ML MDV INJ,2096
amLODIPine 5 MG TAB,2095
500 ML  -  HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,2095
pantoprazole (PROTONIX) injection 40 mg,2093
METOPROLOL TARTRATE  25 MG ORAL TAB,2092
POTASSIUM CHLORIDE 40 MEQ/100 ML IV PIGGYBACK,2091
NOREPINEPHRINE,2089
DILTIAZEM HCL,2082
ZOLPIDEM TARTRATE,2079
VANCOmycin 1.25 GM in NS 500ML IVPB,2079
QUEtiapine,2078
500 ML : SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP,2076
2 ML VIAL : MIDAZOLAM HCL 1 MG/ML IJ SOLN,2065
vancomycin hcl 1000 mg iv solr,2064
CLOPIDOGREL BISULFATE,2063
HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,2056
20 ML VIAL: POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,2056
MORPHINE 2MG/ML,2056
VANCOMYCIN CONSULT TO PHARMACY,2056
OMEPRAZOLE 20 MG PO CAP-DEL-REL,2056
POTASSIUM CHLORIDE 10 MEQ/50ML IV SOLN,2055
cefTRIAXone 1 GRAM in NS 50 mL IVPB,2054
HEPARIN SODIUM (PORCINE) PF 5000 UNIT/0.5ML INJ SOLN,2054
"VANCOMYCIN 1,000 MG IV SOLUTION : 1 EACH VIAL",2047
2 ML  -  FUROSEMIDE 10 MG/ML IJ SOLN,2030
VANCOmycin 1.5 GM in NS 500ML IVPB,2029
POLYETHYLENE GLYCOL 3350 PO POWD,2029
30 ML CUP : MAGNESIUM HYDROXIDE 400 MG/5ML PO SUSP,2029
ENOXAPARIN INJ,2028
CARVEDILOL 12.5 MG PO TABS,2024
BUMETANIDE,2022
FOLIC ACID 5 MG/ML INJECTION 10 ML VIAL,2021
METOPROLOL TARTRATE 50 MG TAB,2016
FERROUS SULFATE 325 (65 FE) MG PO TABS,2010
METOCLOPRAMIDE HCL,2008
10 ML VIAL : HEPARIN SODIUM (PORCINE) 1000 UNIT/ML IJ SOLN,2006
4 ML  -  LABETALOL HCL 5 MG/ML IV SOLN,2005
carvedilol,2005
DOCUSATE SODIUM 100 MG CAPSULE,2003
LEVETIRACETAM 500 MG/5ML IV SOLN,1997
ASPIRIN 325MG TAB,1992
potassium chloride SA,1991
4 ML SYRINGE : LABETALOL HCL 5 MG/ML IV SOLN,1988
"POTASSIUM CHLORIDE ER 20 MEQ TABLET,EXTENDED RELEASE(PART/CRYST)",1988
diphenhydrAMINE HCl,1988
SODIUM CHLORIDE FLUSH,1986
THIAMINE 100 MG TAB,1985
PANTOPRAZOLE 40 MG ORAL ENT COAT TAB,1983
HEPARIN (PORCINE) IN NACL 100-0.45 UNIT/ML-% IJ SOLN,1976
MORPHINE 10 MG/1 ML 1 ML SYR,1970
TORADOL,1970
PIPERACILLIN/TAZOBACTAM SOD 3.375 GM  VIAL,1968
azithromycin,1965
4 ml vial : furosemide 10 mg/ml ij soln,1965
THIAMINE HCL 100 MG PO TABS,1963
"1 ML VIAL : HEPARIN (PORCINE) 5,000 UNIT/ML INJ SOLN",1963
HYDRALAZINE HCL 25 MG PO TABS,1960
CALCIUM CARBONATE ANTACID 500 MG PO CHEW,1954
digoxin,1953
PANTOPRAZOLE 40 MG IV RECON SOLN,1950
1 EACH VIAL : ALTEPLASE 2 MG IJ SOLR,1950
metroNIDAZOLE 500 MG in 100ML RTU-PB,1947
MUPIROCIN 2 % TOP OINT,1943
glycopyrrolate,1942
ROCURONIUM,1940
NITROGLYCERIN 0.4 MG SUBLINGUAL TABLET,1932
IBUPROFEN,1926
DIAZEPAM 5 MG PO TABS,1926
potassium chloride 10 mEq in 100 mL ivpb **LOCKED DOSE,1923
KETOROLAC INJ,1921
PROPOFOL 1000 MG/100 ML,1921
NOREPINEPHRINE BITARTRATE 1 MG/ML IV SOLN,1919
POLYETHYLENE GLYCOL 3350 17 GRAM ORAL POWDER PACKET,1916
ASPIRIN   81 MG ORAL CHEW TAB,1916
metoprolol (LOPRESSOR) tab 25 mg,1910
1000 ML FLEX CONT: DEXTROSE-NACL 5-0.45 % IV SOLN,1910
MORPHINE 10 MG/ML INJECTION : 1 ML INJECTION,1909
PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,1903
PHENYLEPHRINE 10 MG/250 ML NS,1902
DEXTROSE 5% IN NORMAL SALINE IV : 1000 ML BAG,1901
ZOCOR,1898
Solu-MEDROL (PF),1898
WARFARIN SODIUM 1 MG PO TABS,1897
CALCIUM GLUCONATE 2 GRAM/D5W 50ML,1897
1 ML : HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,1897
"LR 1,000 mL",1893
1 ml vial : heparin sodium (porcine) 5000 unit/ml ij soln,1892
ASPIRIN 325 MG TABLET,1887
PHYTONADIONE,1885
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INHL NEB SOLN,1885
PANTOPRAZOLE SODIUM,1883
ENOXAPARIN SODIUM 30 MG/0.3ML SC SOLN,1881
NORMAL SALINE FLUSH,1879
100 ML BAG CUSTOM NDC : INSULIN INFUSION,1877
EPHEDRINE SULFATE,1876
morphine sulfate 2 mg/ml ij/iv soln,1874
metoprolol tartrate (LOPRESSOR) inj 5 mg,1873
MAGNESIUM SULFATE 4 MEQ/ML (50 %) INJ SOLN,1873
FENTANYL,1872
DEXTROSE 50% SYRINGE,1871
SODIUM CHLORIDE 0.9 % IV 250 ML BAG,1870
BISACODYL  5 MG ORAL ENT COAT TAB,1870
PIPERACILLIN-TAZOBACTAM 3.375 G MINI-BAG PLUS,1870
5 ML  -  METOPROLOL TARTRATE 1 MG/ML IV SOLN,1866
PROPOFOL IV EMULSION,1865
dextrose 50% in water,1861
VANCOMYCIN 1 G MINI-BAG PLUS (VIAL MATE),1856
gabapentin,1855
NALOXONE HCL 0.4 MG/ML IJ SOLN,1854
100 ML FLEX CONT : MAGNESIUM SULFATE IN D5W 10-5 MG/ML-% IV SOLN,1841
docusate sodium (COLACE) oral liquid 100 mg,1838
MORPHINE SULFATE (PF) 2 MG/ML IV SOLN,1835
aspirin chew tab 81 mg,1834
ASPIRIN 300 MG RE SUPP,1833
15 ML CUP : POTASSIUM CHLORIDE 10 % ORAL LIQD,1830
MORPHINE 4 MG/ML SYRINGE : 1 ML SYRINGE,1828
CALCIUM CARBONATE 200 MG CALCIUM (500 MG) ORAL CHEW TAB,1824
METOPROLOL TARTRATE 25 MG TABLET,1816
plasma-LYte 148 infusion,1816
Propofol 10 MG/ML Inj 10 MG/ML VIAL,1815
NACL 0.9% (1566),1811
NALOXONE 0.4 MG/1 ML SDV INJ,1807
diphenhydrAMINE 25 MG CAP,1800
famotidine (PEPCID) tab 20 mg,1800
LOSARTAN POTASSIUM 50 MG PO TABS,1796
Norco 5 mg-325 mg,1795
cisatracurium,1794
50 ML VIAL : DEXTROSE 50 % IV SOLN,1793
SODIUM CHLORIDE 0.9% 1000 ML,1792
HumuLIN R,1790
MEPERIDINE RANGE INJ,1786
1 ML  -  HALOPERIDOL LACTATE 5 MG/ML IJ SOLN,1785
FUROSEMIDE 40 MG TAB,1783
SODIUM BICARBONATE 8.4% (ADULT) SYR,1782
1000 ML FLEX CONT : DEXTROSE-NACL 5-0.9 % IV SOLN,1778
1 ML SYRINGE : MORPHINE SULFATE (PF) 4 MG/ML IV SOLN,1774
DEXTROSE 50% 25 GRAM/50 ML INJ,1772
ROCURONIUM BROMIDE,1772
METOPROLOL SUCCINATE ER 25 MG PO TB24,1769
LEVETIRACETAM,1769
1 ML VIAL: HYDRALAZINE HCL 20 MG/ML IJ SOLN,1768
bisacodyl (DULCOLAX) supp 10 mg,1767
OXYCODONE,1764
"KLOR-CON,K-TAB",1760
HYDROMORPHONE HCL PF INJ SOLN (RANGE) PRN,1759
WARFARIN 5 MG TAB,1759
MAGNESIUM SULF 2 GM/SW 50 ML BAG,1751
albumin 5%,1750
VANCOMYCIN 1.5 GM IN NS 250 ML IVPB (REPACKAGE),1749
REGULAR insulin,1746
ALBUMIN HUMAN 25 % IV SOLN,1746
PANTOPRAZOLE DR,1743
POTASSIUM CHLORIDE ER 10 MEQ PO TAB-CONT-REL,1742
LORazepam 1 MG TAB,1740
midazolam (VERSED) 2 MG/2ML inj 2 mg,1740
GLUCAGON HCL (RDNA) 1 MG INJ SOLR,1740
1 EACH VIAL : CEFEPIME HCL 1 GM IJ SOLR,1740
<<norepinephrine 4 mg/4 mL Inj,1736
Dulcolax Laxative,1735
SODIUM CHLORIDE FLUSH 0.9 % IV SOLN 10 ML PREFILL SYRINGE,1735
30 ML  -  LACTULOSE 10 GM/15ML PO SOLN,1731
omeprazole (PriLOSEC) cap 20 mg,1725
Heparin (Porcine) in 1/2 NS,1725
FERROUS SULFATE,1723
VANCOmycin 750 MG in NS 250 mL IVPB,1721
"LACTATED RINGER'S 1,000 ML BAG",1720
150 ML : LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN,1720
8 G  -  ALBUTEROL SULFATE HFA 108 (90 BASE) MCG/ACT IN AERS,1719
HYDRALAZINE 20 MG/ML INJ SOLN,1716
BIOTENE DRY MOUTH MT LIQD,1716
SPIRONOLACTONE 25 MG PO TABS,1715
FLAGYL,1711
5 ML VIAL : SODIUM PHOSPHATE 3 MMOLE/ML IV SOLN,1709
ALTEPLASE   2 MG INJ RECON SOLN,1708
QUETIAPINE FUMARATE 25 MG PO TABS,1704
Heparin,1704
sodium cl 0.9% FLUSH 1ea/10ml,1703
10 ML CUP : DOCUSATE SODIUM 50 MG/5ML PO LIQD,1700
3 ML  -  ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,1700
DILAUDID 1MG/ML,1697
ULTRAM,1696
MIDAZOLAM 100 MG/100 ML NS,1693
SODIUM POLYSTYRENE SULFONATE,1693
2 ML AMPULE: FENTANYL CITRATE 0.05 MG/ML IJ SOLN,1690
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLP,1690
albumin human,1689
LABETALOL HCL 5 MG/ML IV SOLN (RANGE) PRN,1688
"MVI, ADULT NO.4 WITH VIT K 3300 UNIT-150 MCG/10 ML IV 10 ML VIAL",1687
furosemide (LASIX) injection 40 mg,1682
1 ML : HYDROMORPHONE HCL PF 1 MG/ML IJ SOLN,1681
PROCHLORPERAZINE EDISYLATE 5 MG/ML INJ SOLN,1681
METOPROLOL SUCCINATE,1674
COMPAZINE,1673
HYDRALAZINE HCL 50 MG PO TABS,1673
insulin regular,1671
"HEPARIN 1,000 UNIT/ML",1671
100 ML  -  PROPOFOL 10 MG/ML IV EMUL,1671
MEDROL,1670
NITROSTAT 1/150,1668
ASPIRIN 300 MG RECT SUPP,1668
2 ML  -  NITROPRUSSIDE SODIUM 25 MG/ML IV SOLN,1666
AMIODARONE HCL,1663
.5 ML VIAL : PNEUMOCOCCAL VAC POLYVALENT 25 MCG/0.5ML IJ INJ,1660
100 ML: POTASSIUM CHLORIDE 20 MEQ/100ML IV SOLN,1659
LORAZEPAM INJ,1658
100 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,1658
traMADol,1657
"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION : 10 ML VIAL",1656
LISINOPRIL 10 MG TAB,1655
LORAZEPAM 2 MG/ML INJECTION SOLUTION,1654
15 ML CUP : CHLORHEXIDINE GLUCONATE 0.12 % MT SOLN,1654
5 ML VIAL : DILTIAZEM HCL 25 MG/5ML IV SOLN,1652
VALIUM,1652
NALOXONE HCL,1650
ALBUTEROL INH SOLN (VARIABLE DOSE),1649
WARFARIN SODIUM 3 MG PO TABS,1648
TACROLIMUS 1 MG PO CAPS,1647
NOREPINEPHRINE 4 MG/250 ML NS INFUSION (STD CON'C) (REPACKAGE),1647
DEXTROSE 5%/NACL 0.45%,1645
FOLIC ACID,1643
PHENYLEPHRINE 40 MG in 250 mL NS,1643
MIDODRINE HCL 5 MG PO TABS,1642
ALBUTEROL/IPRATROPIUM NEB,1638
NaCl 0.9% Bolus,1637
HYDROCORTISONE NA SUCCINATE PF 100 MG IJ SOLR,1635
INSULIN GLARGINE,1634
CATAPRES,1631
clopidogrel,1630
methylPREDNISolone,1630
potassium chloride crys er 20 meq po tbcr,1626
Nitrostat,1625
1000 ML  -  KCL IN DEXTROSE-NACL 20-5-0.45 MEQ/L-%-% IV SOLN,1624
10 ml vial : insulin glargine 100 unit/ml sc soln,1622
propofol 1% inj,1621
insulin lispro (HumaLOG) injection 0-20 Units,1621
PHENYLEPHRINE,1620
"INSULIN REGULAR, HUMAN",1616
KAYCIEL,1616
SODIUM CHLORIDE 0.9 % IV 1000 ML BAG,1613
2 ML VIAL : FAMOTIDINE 20 MG/2ML IV SOLN,1611
PROPOFOL 10 MG/ML,1611
omeprazole,1609
MIDAZOLAM 1 MG/1 ML 2ML MDV INJ,1607
LORazepam INJ,1606
SPIRONOLACTONE,1606
sodium chloride 0.9% flush 10 mL,1606
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,1604
hydroCORTisone  (PF) 100 MG INJ,1601
"INSULIN LISPRO, RECOMBINANT",1600
ONDANSETRON HCL INJ,1599
predniSONE 20 MG TAB,1596
DEXT 5% IN WATER 1000 ML LVP,1589
2 ml : fentanyl citrate 0.05 mg/ml ij soln,1589
PREDNISONE 5 MG PO TABS,1588
CHLORHEXIDINE GLUCONATE  0.12 % MM MWSH,1587
Milk of Magnesia,1581
250 ml flex cont : sodium chloride 0.9 % iv soln,1581
ceFAZolin 2 Gm in NS 100 mL IVPB,1579
"LACTATED RINGER'S 1,000 ML BAG.",1577
HEPARIN  FLUSH 10 UNIT/ML,1576
oxyCODONE (OXY IR) cap-tab 10 mg,1570
fentaNYL 2000 mcg in D5W 100 mL INFUSION Final Conc = 20 mcg/mL,1570
10 ML VIAL : CALCIUM CHLORIDE 10 % IV SOLN,1567
LISINOPRIL 2.5 MG PO TABS,1566
MAGNESIUM SULF 2 G IN D5W 50ML PREMIX,1566
1000 ML FLEX CONT : DEXTROSE-NACL 5-0.45 % IV SOLN,1566
SODIUM CHLORIDE 0.9 % INJ SYRINGE,1565
COZAAR,1565
100 ML GLASS CONT : IOPAMIDOL 76 % IV SOLN,1565
"VANCOMYCIN INJ 1,000 MG VIAL.",1563
sodium chloride 0.9 % flush 10 mL,1562
SODIUM CHLORIDE 0.9% 50 ML PB,1559
DEXT 5%-NACL 0.9% 1000 ML LVP,1557
DOPamine,1553
LEVOFLOXACIN 500mg in D5W 100mL RT,1553
senna,1551
PHENYLEPHRINE HCL,1549
WARFARIN SODIUM 7.5 MG PO TABS,1548
ALBUTEROL/IPRATROPIUM NEB 3ML,1547
Coreg,1544
OXYCODONE HCL 5 MG PO TABS (RANGE) PRN,1543
SEROQUEL,1540
ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,1540
100 ml plas cont : potassium chloride 10 meq/100ml iv soln,1539
KETOROLAC TROMETHAMINE,1538
MAGNESIUM SULFATE 2 GRAM/50 ML IV PIGGY BACK : 50 ML FLEX CONT,1537
LABETALOL 5 MG/ML IV 20 ML VIAL,1536
HYDROMORPHONE (PF),1536
furosemide (LASIX) inj 20 mg,1535
ALBUTEROL 0.083%,1534
ASPIRIN 325 MG EC TAB,1533
saline lock 0.9 % flush 10 mL,1533
HYDROCORTISONE SOD SUCCINATE,1531
LEVOFLOXACIN,1527
amiodarone (CORDARONE) 150 mg in d5w 100mL BOLUS,1527
AZITHROMYCIN 500 MG IV SOLR,1526
ZOLPIDEM 5 MG TABLET,1523
POLYETHYLENE GLYCOL,1523
2.5 ML PLAS : IPRATROPIUM BROMIDE 0.02 % IN SOLN,1521
magnesium sulfate IVPB D5W 1 g 100 mL,1521
potassium chloride ER tab 20 mEq,1518
BISACODYL 5 MG PO TBEC,1517
MEROPENEM 1 G IV SOLR,1514
EPINEPHrine 8 MG in 250 mL NS,1513
37.5 g tube : glucose 40 % po gel,1511
NITROGLYCERIN IN D5W 200-5 MCG/ML-% IV SOLN,1510
POTASSIUM CHLORIDE 20 MEQ/100 ML IV PIGGY BACK : 100 ML BAG,1509
NS 0.9%,1508
10 ML SYRINGE : CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG,1506
PROPOFOL INFUSION 10 MG/ML,1506
BISACODYL 10 MG PR SUPP,1504
GLUCAGON INJ,1502
PERCOCET 5MG/325MG,1501
THIAMINE HCL,1500
0.9%  NaCl infusion,1500
ondansetron (PF) (ZOFRAN) injection 4 mg,1499
LACTATED RINGERS IV SOLN BOLUS,1498
DEXT 5%-NACL 0.45%-KCL 20MEQ LVP,1496
WARFARIN - PHYSICIAN MONITORED,1494
KEPPRA,1493
GLUTOSE 15,1490
MAGNESIUM SULFATE 2GM/50ML,1490
senna (SENOKOT) 1 Tab,1489
1 ML VIAL : MORPHINE 5 MG/ML INJ SOLN,1488
ceFAZolin 1 g powder for Inj,1488
1 ml crtrdg-ndl : lorazepam 2 mg/ml ij soln,1487
INSULIN LANTUS (PER UNIT),1485
PROMETHAZINE HCL,1481
20 ML  -  POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,1481
polyethylene glycol,1481
1 ML CRTRDG-NDL : HYDROMORPHONE HCL PF 1 MG/ML IJ SOLN,1481
ASPIRIN (CHEWABLE),1477
VENTOLIN 2.5MG/0.5ML,1474
INSULIN DETEMIR 100 UNIT/ML SUB-Q 10 ML VIAL,1473
CEPHULAC,1470
Potassium Chloride 20mEq/100ml SSO,1470
SODIUM CHLORIDE 0.9%SOLP (1000 ML),1468
GABAPENTIN 100 MG PO CAPS,1467
NORCO 5/325 TAB,1467
MEROPENEM 500 MG IV SOLR,1464
polyethylene glycol 3350 (MIRALAX) oral powder 17 g,1464
FUROSEMIDE 20 MG TAB,1462
HYDROCHLOROTHIAZIDE,1457
NYSTATIN,1454
50 ML SYRINGE : SODIUM BICARBONATE 8.4 % IV SOLN,1447
DEXTROSE 40 % ORAL GEL,1444
DIGOXIN 125 MCG PO TABS,1441
SODIUM CHLORIDE 0.9% 100 ML PB,1438
LABETALOL HCL 5 MG/ML IV SOLN,1436
POTASSIUM CHLORIDE IN NACL 40 MEQ IN 250 ML (PREMIX),1435
PNEUMOCOCCAL 23-VALPS VACCINE 25 MCG/0.5 ML INJ INJ,1435
5 ML VIAL: METOPROLOL TARTRATE 1 MG/ML IV SOLN,1434
METOCLOPRAMIDE HCL 10 MG PO TABS,1433
CALCIUM CARBONATE,1432
ASSESS PNEUMOCOCCAL VACCINE,1425
1000 ML FLEX CONT : SODIUM CHLORIDE 0.45 % IV SOLN,1424
ETOMIDATE,1423
250 ML PLAS CONT: FAT EMULSION 20 % IV EMUL,1422
levetiracetam,1421
nitroglycerin (NITROSTAT) SL tablet 0.4 mg,1420
GUAIFENESIN ER 600 MG PO TB12,1419
NEXTERONE,1418
TRAZODONE  50 MG ORAL TAB,1416
TACROLIMUS,1413
lactulose,1413
GLUCAGON (HUMAN RECOMBINANT) 1 MG INJ RECON SOLN,1412
NICODERM CQ,1412
1000 ML FLEX CONT: LACTATED RINGERS IV SOLN,1409
TRAMADOL HCL,1407
CLONAZEPAM,1402
1 EACH PACKAGE CUSTOM NDC : METOPROLOL TARTRATE 12.5 MG PO TABS (HALF-TAB),1397
POTASSIUM CHLORIDE 20 MEQ/50ML IV SOLN,1397
ASPIRIN CHEWABLE,1396
LACTATED RINGERS IV SOLN,1392
DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,1391
DEXTROSE 5 % IV SOLN,1391
ATROPINE SULFATE SYRINGE,1390
LIDOCAINE 5 % TOP PTMD,1388
IPRATROPIUM BROMIDE 0.02 % IN SOLN,1387
GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,1386
Furosemide 10mg/ml SSO,1386
ENOXAPARIN 40 MG/0.4 ML SUB-Q SYRINGE .4 ML SYRINGE,1384
CALCIUM GLUCONATE 100 MG/ML (10 %) IV : 10 ML,1383
"10 ML VIAL : HEPARIN (PORCINE) 1,000 UNIT/ML INJ SOLN",1382
AMBIEN,1381
ALPRAZolam,1381
succinylcholine,1380
AMIODARONE 450 MG/250 ML D5W INFUSION (STD CON'C) (REPACKAGE),1380
CEFTRIAXONE SODIUM 1 G IJ SOLR,1380
LEVOTHYROXINE SODIUM 100 MCG PO TABS,1380
IPRAtropium 0.5 MG/2.5ML UD INH SOLN,1380
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,1380
3.5 G  -  REFRESH P.M. OP OINT,1379
albuterol neb,1379
NITROGLYCERIN 50 mg in D5W 250 mL R,1379
PNEUMOCOCCAL VAC POLYVALENT 25 MCG/0.5ML IJ INJ,1375
WARFARIN SODIUM 4 MG PO TABS,1375
1 ML  : HYDROMORPHONE HCL PF 2 MG/ML IJ SOLN,1373
SIMVASTATIN 20 MG PO TABS,1371
INSULIN-REGULAR (HUMAN) *UNIT* INJ,1370
VANCOMYCIN 1.25 G/250 ML NS,1370
PREDNISONE 20 MG TABLET,1367
KAYEXALATE,1363
GLUCOSE 40%,1362
LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN,1361
ONDANSETRON 4mg/2ml INJ,1359
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,1358
POTASSIUM CHLORIDE 20 MEQ/50 ML IV PIGGY BACK 50 ML BAG,1357
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN : 20 ML VIAL,1356
metoCLOPRAMIDE 5 MG/1ML 2ML SDV INJ,1355
AZITHromycin 500 mg in NS 250 mL IV,1355
DIGOXIN 0.25 MG/1 ML 2 ML INJ,1355
Lactated Ringers Injection,1355
BUMETANIDE 0.25 MG/1ML 4ML SDV INJ,1349
dextrose,1349
cloNIDine,1342
Dextrose 50% in Water,1341
ONDANSETRON HCL 2 MG/ML INJ SOLN,1340
ASPIRIN 81 MG CHEWABLE TABLET,1336
DEXTROSE 5%-1/2 NORMAL SALINE IV : 1000 ML BAG,1336
dexamethasone,1335
NOREPINEPHRINE BITARTRATE 1 MG/ML IV : 4 ML,1335
HYDROCODONE/APAP 5MG/325MG,1334
POTASSIUM CHLORIDE SA,1334
HYDROCHLOROTHIAZIDE 25 MG PO TABS,1331
CEFAZOLIN 2 G/100 ML NS,1330
PULMICORT RESPULE,1329
1 ML VIAL: DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,1327
"Lactated Ringers Injection 1,000 mL",1325
MAG/ALUM HYDROXIDE W/SIMETH,1325
NICOTINE 21 MG/24HR TD PT24,1324
METOPROLOL SUCCINATE ER 50 MG PO TB24,1323
TRANDATE,1322
Parenteral Nutrition,1322
DEXAMETHASONE 4 MG PO TABS,1321
CARVEdilol 3.125 MG TAB,1320
HYDROmorphone (DILAUDID) 1 MG/ML inj 0.5 mg,1319
VITAMIN D 1000 UNITS PO TABS,1319
POTASSIUM CHLORIDE 20 MEQ/15ML (10%) PO LIQD,1319
30 ML  -  IOPAMIDOL 61 % IV SOLN,1319
ZESTRIL,1317
1 EACH VIAL : CEFTRIAXONE SODIUM 1 G IJ SOLR,1317
glucagon hcl (rdna) 1 mg ij solr,1317
SODIUM CHLORIDE 0.9 % IV : 250 ML,1316
2 ML VIAL: MIDAZOLAM HCL 2 MG/2ML IJ SOLN,1314
Levemir,1312
50 ml : potassium chloride 20 meq/50ml iv soln,1311
ALLOPURINOL,1310
METRONIDAZOLE 500 MG/100 ML,1310
KETOROLAC,1308
NORMAL SALINE 0.9%,1308
DILTIAZEM HCL 30 MG PO TABS,1306
metroNIDAZOLE,1306
CETIRIZINE 10 MG ORAL TAB,1305
50 ML FLEX CONT : MAGNESIUM SULFATE 2 GRAM/50 ML (4 %) IV PGBK,1303
VASOPRESSIN 60 UNITS in 100 mL NS,1303
ASPIRIN EC 325 MG PO TBEC,1301
CARVEDILOL 25 MG PO TABS,1301
